miRNA_ID,miRNA_location,PCG,PCG_embl,lncRNA_embl,Intragenic/Intergenic,PCG_exon/intron,lncRNA_exon/intron
hsa-miR-3937,chrX:39661216-39661321[+],,,ENSG00000289068,Intragenic,,intron
hsa-miR-1587,chrX:39837561-39837613[+],,,ENSG00000261435,Intragenic,,exon
hsa-miR-221,chrX:45746157-45746266[-],,,ENSG00000270069,Intragenic,,exon
hsa-miR-222,chrX:45747015-45747124[-],,,ENSG00000270069,Intragenic,,exon
hsa-miR-4769,chrX:47587429-47587505[+],SYN1,ENSG00000008056,ENSG00000283743,Intragenic,intron,intron
hsa-miR-532,chrX:50003148-50003238[+],CLCN5,ENSG00000171365,,Intragenic,intron,
hsa-miR-188,chrX:50003503-50003588[+],CLCN5,ENSG00000171365,,Intragenic,intron,
hsa-miR-500a,chrX:50008431-50008514[+],CLCN5,ENSG00000171365,,Intragenic,intron,
hsa-miR-362,chrX:50008964-50009028[+],CLCN5,ENSG00000171365,,Intragenic,intron,
hsa-miR-501,chrX:50009722-50009805[+],CLCN5,ENSG00000171365,,Intragenic,intron,
hsa-miR-500b,chrX:50010672-50010750[+],CLCN5,ENSG00000171365,,Intragenic,intron,
hsa-miR-660,chrX:50013241-50013337[+],CLCN5,ENSG00000171365,,Intragenic,intron,
hsa-miR-502,chrX:50014598-50014683[+],CLCN5,ENSG00000171365,,Intragenic,intron,
hsa-miR-8088,chrX:52336557-52336642[-],,,,Intergenic,,
hsa-miR-6895,chrX:53195411-53195488[-],KDM5C,ENSG00000126012,,Intragenic,intron,
hsa-miR-6894,chrX:53198889-53198945[-],KDM5C,ENSG00000126012,,Intragenic,intron,
hsa-miR-6857,chrX:53405673-53405765[-],SMC1A,ENSG00000072501,,Intragenic,intron,
hsa-miR-98,chrX:53556223-53556341[-],HUWE1,ENSG00000086758,,Intragenic,intron,
hsa-let-7f-2,chrX:53557192-53557274[-],HUWE1,ENSG00000086758,,Intragenic,intron,
hsa-miR-4536-2,chrX:55451495-55451582[+],,,,Intergenic,,
hsa-miR-4536-1,chrX:55451495-55451582[-],,,,Intergenic,,
hsa-miR-4536-2,chrX:55451495-55451582[+],,,,Intergenic,,
hsa-miR-4536-1,chrX:55451495-55451582[-],,,,Intergenic,,
hsa-miR-1468,chrX:63786002-63786087[-],ARHGEF9,ENSG00000131089,,Intragenic,intron,
hsa-miR-223,chrX:66018870-66018979[+],,,ENSG00000274536,Intragenic,,exon
hsa-miR-676,chrX:70022857-70022923[+],EDA,ENSG00000158813,,Intragenic,intron,
hsa-miR-421,chrX:74218377-74218461[-],,,ENSG00000230590,Intragenic,,exon
hsa-miR-374b,chrX:74218547-74218618[-],,,ENSG00000230590,Intragenic,,exon
hsa-miR-374c,chrX:74218549-74218618[+],,,ENSG00000230590,Intragenic,,exon
hsa-miR-545,chrX:74287104-74287209[-],,,ENSG00000230590,Intragenic,,intron
hsa-miR-374a,chrX:74287286-74287357[-],,,ENSG00000230590,Intragenic,,intron
hsa-miR-384,chrX:76919273-76919360[-],,,ENSG00000280870,Intragenic,,intron
hsa-miR-325,chrX:77005404-77005501[-],,,ENSG00000280870,Intragenic,,intron
hsa-miR-4328,chrX:78901194-78901249[-],,,,Intergenic,,
hsa-miR-548i-4,chrX:84225752-84225828[-],,,,Intergenic,,
hsa-miR-1321,chrX:85835780-85835858[+],,,,Intergenic,,
hsa-miR-361,chrX:85903636-85903707[-],CHM,ENSG00000188419,,Intragenic,intron,
hsa-miR-548m,chrX:95063141-95063226[-],,,,Intergenic,,
hsa-miR-548an,chrX:106639814-106639896[+],RADX,ENSG00000147231,,Intragenic,intron,
hsa-miR-652,chrX:110055329-110055426[+],TMEM164,ENSG00000157600,,Intragenic,intron,
hsa-miR-3978,chrX:110082118-110082218[+],TMEM164,ENSG00000157600,,Intragenic,intron,
hsa-miR-4329,chrX:112780718-112780788[-],AMOT,ENSG00000126016,,Intragenic,exon,
hsa-miR-764,chrX:114639435-114639519[+],HTR2C,ENSG00000147246,,Intragenic,intron,
hsa-miR-1912,chrX:114651544-114651623[+],HTR2C,ENSG00000147246,,Intragenic,intron,
hsa-miR-1264,chrX:114652655-114652723[+],HTR2C,ENSG00000147246,,Intragenic,intron,
hsa-miR-1298,chrX:114715233-114715344[+],HTR2C,ENSG00000147246,,Intragenic,intron,
hsa-miR-1911,chrX:114763184-114763263[+],HTR2C,ENSG00000147246,,Intragenic,intron,
hsa-miR-448,chrX:114823454-114823564[+],HTR2C,ENSG00000147246,,Intragenic,intron,
hsa-miR-1277,chrX:118386394-118386471[+],WDR44,ENSG00000131725,,Intragenic,intron,
hsa-miR-766,chrX:119646738-119646848[-],SEPTIN6,ENSG00000125354,,Intragenic,intron,
hsa-miR-3672,chrX:121370972-121371053[+],,,,Intergenic,,
hsa-miR-363,chrX:134169378-134169452[-],,,ENSG00000283638,Intragenic,,exon
hsa-miR-92a-2,chrX:134169538-134169612[-],,,ENSG00000283638,Intragenic,,exon
hsa-miR-19b-2,chrX:134169671-134169766[-],,,ENSG00000283638,Intragenic,,exon
hsa-miR-20b,chrX:134169809-134169877[-],,,ENSG00000283638,Intragenic,,exon
hsa-miR-18b,chrX:134170041-134170111[-],,,ENSG00000283638,Intragenic,,exon
hsa-miR-106a,chrX:134170198-134170278[-],,,ENSG00000283638,Intragenic,,exon
hsa-miR-450b,chrX:134540185-134540262[-],,,,Intergenic,,
hsa-miR-450a-1,chrX:134540341-134540431[-],,,,Intergenic,,
hsa-miR-450a-2,chrX:134540508-134540607[-],,,,Intergenic,,
hsa-miR-542,chrX:134541341-134541437[-],,,,Intergenic,,
hsa-miR-503,chrX:134546328-134546398[-],,,ENSG00000223749,Intragenic,,exon
hsa-miR-424,chrX:134546614-134546711[-],,,ENSG00000223749,Intragenic,,exon
hsa-miR-934,chrX:136550878-136550960[+],VGLL1,ENSG00000102243,,Intragenic,intron,
hsa-miR-504,chrX:138667711-138667793[-],FGF13,ENSG00000129682,,Intragenic,intron,
hsa-miR-505,chrX:139924148-139924231[-],ATP11C,ENSG00000101974,,Intragenic,intron,
hsa-miR-892c,chrX:145992750-145992826[-],,,,Intergenic,,
hsa-miR-890,chrX:145994275-145994351[-],,,,Intergenic,,
hsa-miR-888,chrX:145994784-145994860[-],,,,Intergenic,,
hsa-miR-892a,chrX:145996669-145996743[-],,,,Intergenic,,
hsa-miR-892b,chrX:145997198-145997274[-],,,,Intergenic,,
hsa-miR-891b,chrX:146001053-146001131[-],,,,Intergenic,,
hsa-miR-891a,chrX:146027794-146027872[-],,,,Intergenic,,
hsa-miR-513c,chrX:147189704-147189787[-],,,ENSG00000284377,Intragenic,,intron
hsa-miR-513b,chrX:147199044-147199127[-],,,ENSG00000284377,Intragenic,,intron
hsa-miR-513a-1,chrX:147213463-147213591[-],,,ENSG00000284377,Intragenic,,intron
hsa-miR-513a-2,chrX:147225826-147225952[-],,,ENSG00000284377,Intragenic,,intron
hsa-miR-506,chrX:147230720-147230843[-],,,ENSG00000284377,Intragenic,,intron
hsa-miR-507,chrX:147230984-147231077[-],,,ENSG00000284377,Intragenic,,intron
hsa-miR-508,chrX:147236913-147237027[-],,,ENSG00000284377,Intragenic,,intron
hsa-miR-514b,chrX:147250151-147250230[-],,,ENSG00000284377,Intragenic,,intron
hsa-miR-509-2,chrX:147258760-147258850[-],,,ENSG00000284377,Intragenic,,intron
hsa-miR-509-3,chrX:147259652-147259726[-],,,ENSG00000284377,Intragenic,,intron
hsa-miR-509-1,chrX:147260532-147260625[-],,,ENSG00000284377,Intragenic,,intron
hsa-miR-510,chrX:147272335-147272408[-],,,,Intergenic,,
hsa-miR-514a-1,chrX:147279247-147279344[-],,,,Intergenic,,
hsa-miR-514a-2,chrX:147281943-147282030[-],,,ENSG00000287017,Intragenic,,intron
hsa-miR-514a-3,chrX:147284641-147284728[-],,,ENSG00000287017,Intragenic,,intron
hsa-miR-2114,chrX:150228004-150228083[+],,,,Intergenic,,
hsa-miR-4330,chrX:151168222-151168326[+],,,,Intergenic,,
hsa-miR-224,chrX:151958578-151958658[-],GABRE,ENSG00000102287,,Intragenic,exon,
hsa-miR-452,chrX:151959628-151959712[-],GABRE,ENSG00000102287,,Intragenic,exon,
hsa-miR-105-1,chrX:152392219-152392299[-],GABRA3,ENSG00000011677,,Intragenic,intron,
hsa-miR-767,chrX:152393421-152393529[-],GABRA3,ENSG00000011677,,Intragenic,intron,
hsa-miR-105-2,chrX:152394412-152394492[-],GABRA3,ENSG00000011677,,Intragenic,intron,
hsa-miR-3202-1,chrX:153981097-153981177[+],TMEM187,ENSG00000177854,,Intragenic,intron,
hsa-miR-3202-2,chrX:153981098-153981176[-],TMEM187,ENSG00000177854,,Intragenic,intron,
hsa-miR-718,chrX:154019920-154019989[-],,,,Intergenic,,
hsa-miR-6858,chrX:154450320-154450386[+],FAM50A,ENSG00000071859,,Intragenic,intron,
hsa-miR-664b,chrX:154768596-154768656[+],DKC1,ENSG00000130826,,Intragenic,exon,
hsa-miR-1184-1,chrX:154887360-154887458[-],F8A1,ENSG00000288722,,Intragenic,exon,
hsa-miR-1184-2,chrX:155383100-155383198[-],F8A2,ENSG00000288709,,Intragenic,exon,
hsa-miR-1184-3,chrX:155457517-155457615[+],F8A3,ENSG00000277150,,Intragenic,intron,
