miRNet_id,miRBase_acc,miRNA_ID,epi_regulator,epi_modification,miRNA_expression,PMID,epi_target,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
mirnet-hsaepi-1240,MIMAT0002846,hsa-mir-520c-3p,DNMTs,DNA Methylation,DOWN,22575509,,placenta-derived stromal cells,"D010920,D017154","CL_0000499,UBERON_0001987","Pregnancy Conditions and Outcomes, Cells",stromal cells,placenta-derived
mirnet-hsaepi-1241,MI0000062,hsa-let-7a-3,,DNA Methylation,DOWN,22684242,,bone marrow mesenchymal stem cells,D059630,"CL_0000034,UBERON_0002371","Musculoskeletal Conditions, Hematopoietic & Lymphatic Conditions, Cells",stem cells,bone marrow mesenchymal
mirnet-hsaepi-1242,MI0000063,hsa-let-7b,,DNA Methylation,DOWN,22684242,,bone marrow mesenchymal stem cells,D059630,"CL_0000034,UBERON_0002371","Musculoskeletal Conditions, Hematopoietic & Lymphatic Conditions, Cells",stem cells,bone marrow mesenchymal
mirnet-hsaepi-1243,MI0000445,hsa-mir-124-3,,DNA Methylation,DOWN,22684242,,bone marrow mesenchymal stem cells,D059630,"CL_0000034,UBERON_0002371","Musculoskeletal Conditions, Hematopoietic & Lymphatic Conditions, Cells",stem cells,bone marrow mesenchymal
mirnet-hsaepi-1244,MI0000471,hsa-mir-126,,DNA Methylation,DOWN,22684242,,bone marrow mesenchymal stem cells,D059630,"CL_0000034,UBERON_0002371","Musculoskeletal Conditions, Hematopoietic & Lymphatic Conditions, Cells",stem cells,bone marrow mesenchymal
mirnet-hsaepi-1245,MI0000458,hsa-mir-142,,DNA Methylation,DOWN,22684242,,bone marrow mesenchymal stem cells,D059630,"CL_0000034,UBERON_0002371","Musculoskeletal Conditions, Hematopoietic & Lymphatic Conditions, Cells",stem cells,bone marrow mesenchymal
mirnet-hsaepi-1246,MI0000478,hsa-mir-149,,DNA Methylation,DOWN,22684242,,bone marrow mesenchymal stem cells,D059630,"CL_0000034,UBERON_0002371","Musculoskeletal Conditions, Hematopoietic & Lymphatic Conditions, Cells",stem cells,bone marrow mesenchymal
mirnet-hsaepi-1247,MI0000282,hsa-mir-199b,,DNA Methylation,DOWN,22684242,,bone marrow mesenchymal stem cells,D059630,"CL_0000034,UBERON_0002371","Musculoskeletal Conditions, Hematopoietic & Lymphatic Conditions, Cells",stem cells,bone marrow mesenchymal
mirnet-hsaepi-1248,MI0000783,hsa-mir-375,,DNA Methylation,DOWN,22684242,,bone marrow mesenchymal stem cells,D059630,"CL_0000034,UBERON_0002371","Musculoskeletal Conditions, Hematopoietic & Lymphatic Conditions, Cells",stem cells,bone marrow mesenchymal
mirnet-hsaepi-1249,MI0001721,hsa-mir-431,,DNA Methylation,DOWN,22684242,,bone marrow mesenchymal stem cells,D059630,"CL_0000034,UBERON_0002371","Musculoskeletal Conditions, Hematopoietic & Lymphatic Conditions, Cells",stem cells,bone marrow mesenchymal
mirnet-hsaepi-1250,MI0002467,hsa-mir-483,,DNA Methylation,DOWN,22684242,,bone marrow mesenchymal stem cells,D059630,"CL_0000034,UBERON_0002371","Musculoskeletal Conditions, Hematopoietic & Lymphatic Conditions, Cells",stem cells,bone marrow mesenchymal
mirnet-hsaepi-1251,MI0003132,hsa-mir-493,,DNA Methylation,DOWN,22684242,,bone marrow mesenchymal stem cells,D059630,"CL_0000034,UBERON_0002371","Musculoskeletal Conditions, Hematopoietic & Lymphatic Conditions, Cells",stem cells,bone marrow mesenchymal
mirnet-hsaepi-1252,MI0003657,hsa-mir-642a,,DNA Methylation,DOWN,22684242,,bone marrow mesenchymal stem cells,D059630,"CL_0000034,UBERON_0002371","Musculoskeletal Conditions, Hematopoietic & Lymphatic Conditions, Cells",stem cells,bone marrow mesenchymal
mirnet-hsaepi-1253,MI0003670,hsa-mir-662,,DNA Methylation,DOWN,22684242,,bone marrow mesenchymal stem cells,D059630,"CL_0000034,UBERON_0002371","Musculoskeletal Conditions, Hematopoietic & Lymphatic Conditions, Cells",stem cells,bone marrow mesenchymal
mirnet-hsaepi-1254,MI0000000,hsa-mir-926,,DNA Methylation,DOWN,22684242,,bone marrow mesenchymal stem cells,D059630,"CL_0000034,UBERON_0002371","Musculoskeletal Conditions, Hematopoietic & Lymphatic Conditions, Cells",stem cells,bone marrow mesenchymal
mirnet-hsaepi-1255,MI0000108,hsa-mir-103a-2,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1256,MI0000267,hsa-mir-10b,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1257,MI0006273,hsa-mir-1180,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1258,MI0006338,hsa-mir-1205,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1259,MI0006339,hsa-mir-1206,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1260,MI0006340,hsa-mir-1207,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1261,MI0006318,hsa-mir-1228,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1262,MI0006319,hsa-mir-1229,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1263,MI0000445,hsa-mir-124-3,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1264,MI0006434,hsa-mir-1252,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1265,MI0006403,hsa-mir-1266,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1266,MI0006415,hsa-mir-1275,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1267,MI0006416,hsa-mir-1276,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1268,MI0000727,hsa-mir-128-2,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1269,MI0006431,hsa-mir-1284,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1270,MI0000473,hsa-mir-129-2,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1271,MI0006356,hsa-mir-1294,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1272,MI0006372,hsa-mir-1305,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1273,MI0000449,hsa-mir-132,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1274,MI0000810,hsa-mir-135b,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1275,MI0000454,hsa-mir-137,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1276,MI0000457,hsa-mir-141,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1277,MI0000460,hsa-mir-144,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1278,MI0007074,hsa-mir-1469,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1279,MI0000464,hsa-mir-153-2,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1280,MI0007258,hsa-mir-1537,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1281,MI0000481,hsa-mir-184,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1282,MI0000486,hsa-mir-190a,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1283,MI0008334,hsa-mir-1913,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1284,MI0008335,hsa-mir-1914,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1285,MI0000489,hsa-mir-195,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1286,MI0000238,hsa-mir-196a-1,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1287,MI0000279,hsa-mir-196a-2,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1288,MI0001150,hsa-mir-196b,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1289,MI0009989,hsa-mir-1979,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1290,MI0000737,hsa-mir-200a,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1291,MI0000342,hsa-mir-200b,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1292,MI0000650,hsa-mir-200c,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1293,MI0000288,hsa-mir-212,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1294,MI0000294,hsa-mir-218-1,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1295,MI0000295,hsa-mir-218-2,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1296,MI0000296,hsa-mir-219-1,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1297,MI0005529,hsa-mir-220b,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1298,MI0011284,hsa-mir-2277,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1299,MI0000079,hsa-mir-23a,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1300,MI0000081,hsa-mir-24-2,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1301,MI0000083,hsa-mir-26a-1,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1302,MI0000085,hsa-mir-27a,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1303,MI0000088,hsa-mir-30a,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1304,MI0000254,hsa-mir-30c-2,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1305,MI0014130,hsa-mir-3117,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1306,MI0014143,hsa-mir-3126,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1307,MI0014144,hsa-mir-3127,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1308,MI0014183,hsa-mir-3155a,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1309,MI0014185,hsa-mir-3157,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1310,MI0014191,hsa-mir-3161,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1311,MI0014194,hsa-mir-3164,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1312,MI0014210,hsa-mir-3176,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1313,MI0014211,hsa-mir-3177,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1314,MI0014224,hsa-mir-3182,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1315,MI0014227,hsa-mir-3185,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1316,MI0014231,hsa-mir-3187,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1317,MI0014241,hsa-mir-3196,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1318,MIMAT0015083,hsa-mir-3198,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1319,MI0003776,hsa-mir-320b-1,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1320,MI0003646,hsa-mir-33b,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1321,MI0015825,hsa-mir-378c,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1322,MI0000787,hsa-mir-379,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1323,MI0015861,hsa-mir-4251,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1324,MI0015872,hsa-mir-4262,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1325,MI0015875,hsa-mir-4269,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1326,MI0015884,hsa-mir-4274,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1327,MI0015891,hsa-mir-4285,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1328,MI0001641,hsa-mir-429,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1329,MI0015824,hsa-mir-4297,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1330,MI0015866,hsa-mir-4326,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1331,MI0001729,hsa-mir-451a,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1332,MI0003513,hsa-mir-455,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1333,MI0003125,hsa-mir-490,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1334,MI0003135,hsa-mir-495,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1335,MI0003138,hsa-mir-497,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1336,MI0006344,hsa-mir-548e,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1337,MI0006414,hsa-mir-548h-4,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1338,MI0006402,hsa-mir-548o,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1339,MI0014168,hsa-mir-548u,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1340,MI0014222,hsa-mir-548w,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1341,MI0003562,hsa-mir-556,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-1342,MI0003567,hsa-mir-561,,DNA Methylation,DOWN,22710432,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
