miRNA_ID,miRBase_acc,TSS_position,TSS_score,TSS_CAGE,TSS_tag,TSS_DNase,TSS_H3K4me3,TSS_Pol II
hsa-mir-449b,MI0003673,chr5:55275142-55275362[-],761,YES,YES,YES,YES,NO
hsa-mir-449b,MI0003673,chr5:55275982-55276922[-],797,YES,YES,YES,YES,NO
hsa-mir-449b,MI0003673,chr5:55278002-55278022[-],0.7,NO,YES,NO,YES,NO
hsa-mir-449b,MI0003673,chr5:55318982-55319722[-],739,NO,YES,NO,YES,NO
hsa-mir-449b,MI0003673,chr5:55320262-55321222[-],786,NO,YES,NO,YES,NO
hsa-mir-449b,MI0003673,chr5:55322282-55322422[-],714,NO,YES,NO,YES,NO
hsa-mir-449b,MI0003673,chr5:55325362-55328082[-],764,NO,YES,YES,YES,NO
hsa-mir-449b,MI0003673,chr5:55328722-55329002[-],703,NO,YES,NO,YES,NO
hsa-mir-449b,MI0003673,chr5:55329722-55334622[-],778,YES,YES,YES,YES,NO
hsa-mir-449b,MI0003673,chr5:55335262-55335722[-],702,NO,YES,YES,YES,NO
hsa-mir-449b,MI0003673,chr5:55361402-55361582[-],723,NO,YES,NO,NO,NO
hsa-mir-449b,MI0003673,chr5:55362862-55362982[-],719,NO,YES,NO,NO,NO
hsa-mir-449b,MI0003673,chr5:55363682-55363722[-],719,NO,YES,NO,NO,NO
hsa-mir-449b,MI0003673,chr5:55365642-55365982[-],726,NO,YES,NO,NO,NO
hsa-mir-449b,MI0003673,chr5:55367202-55367322[-],722,NO,YES,NO,NO,NO
hsa-mir-449c,MI0003823,chr5:55272613-55273813[-],841,YES,YES,YES,YES,NO
hsa-mir-449c,MI0003823,chr5:55275273-55275353[-],724,YES,YES,NO,YES,NO
hsa-mir-449c,MI0003823,chr5:55275973-55276913[-],799,YES,YES,YES,YES,NO
hsa-mir-449c,MI0003823,chr5:55318973-55319633[-],711,NO,YES,NO,YES,NO
hsa-mir-449c,MI0003823,chr5:55320253-55321213[-],786,NO,YES,NO,YES,NO
hsa-mir-449c,MI0003823,chr5:55322333-55322433[-],0.71,NO,YES,NO,YES,NO
hsa-mir-449c,MI0003823,chr5:55325373-55328073[-],772,NO,YES,YES,YES,NO
hsa-mir-449c,MI0003823,chr5:55329733-55334613[-],771,YES,YES,YES,YES,NO
hsa-mir-449c,MI0003823,chr5:55361413-55361573[-],715,NO,YES,NO,NO,NO
hsa-mir-449c,MI0003823,chr5:55362853-55362953[-],712,NO,YES,NO,NO,NO
hsa-mir-449c,MI0003823,chr5:55363693-55363713[-],711,NO,YES,NO,NO,NO
hsa-mir-449c,MI0003823,chr5:55365653-55365993[-],718,NO,YES,NO,NO,NO
hsa-mir-449c,MI0003823,chr5:55367193-55367333[-],714,NO,YES,NO,NO,NO
hsa-mir-449c,MI0003823,chr5:55370533-55370773[-],716,NO,YES,NO,NO,NO
hsa-mir-4500,MI0016863,chr13:87769060-87769120[-],703,NO,YES,NO,YES,NO
hsa-mir-4500,MI0016863,chr13:87769760-87776000[-],788,YES,YES,YES,YES,NO
hsa-mir-4500,MI0016863,chr13:87777020-87778540[-],862,NO,YES,NO,YES,NO
hsa-mir-4500,MI0016863,chr13:87785680-87785840[-],717,NO,YES,NO,NO,NO
hsa-mir-4502,MI0016865,chr13:114085708-114085808[+],702,NO,NO,YES,NO,NO
hsa-mir-4502,MI0016865,chr13:114126848-114127028[+],758,YES,NO,YES,NO,NO
hsa-mir-4502,MI0016865,chr13:114134588-114136328[+],862,YES,YES,YES,YES,YES
hsa-mir-4503,MI0016866,chr14:37095991-37096011[-],984,NO,YES,NO,NO,NO
hsa-mir-4504,MI0016867,chr14:50403926-50403946[-],701,NO,YES,YES,NO,NO
hsa-mir-4504,MI0016867,chr14:50410466-50413346[-],841,YES,YES,YES,YES,YES
hsa-mir-4504,MI0016867,chr14:50421086-50421646[-],772,YES,YES,YES,YES,NO
hsa-mir-4504,MI0016867,chr14:50433166-50433286[-],721,NO,YES,YES,NO,NO
hsa-mir-4504,MI0016867,chr14:50435486-50436266[-],708,NO,YES,YES,YES,NO
hsa-mir-4504,MI0016867,chr14:50442226-50443326[-],724,YES,YES,YES,YES,NO
hsa-mir-4504,MI0016867,chr14:50463706-50464106[-],719,YES,YES,NO,YES,NO
hsa-mir-4504,MI0016867,chr14:50495486-50498066[-],766,YES,YES,YES,YES,YES
hsa-mir-4505,MI0016868,chr14:73611527-73615787[+],805,YES,YES,YES,YES,YES
hsa-mir-4505,MI0016868,chr14:73617347-73619347[+],748,YES,YES,NO,YES,NO
hsa-mir-4505,MI0016868,chr14:73624127-73624307[+],751,NO,YES,YES,NO,NO
hsa-mir-4505,MI0016868,chr14:73628847-73629007[+],804,NO,YES,YES,NO,NO
hsa-mir-4505,MI0016868,chr14:73640827-73642587[+],801,NO,YES,YES,YES,NO
hsa-mir-4505,MI0016868,chr14:73643727-73643847[+],749,NO,YES,YES,YES,NO
hsa-mir-4505,MI0016868,chr14:73652867-73653007[+],0.74,NO,YES,YES,YES,NO
hsa-mir-4505,MI0016868,chr14:73653627-73655627[+],717,YES,YES,YES,YES,NO
hsa-mir-4505,MI0016868,chr14:73657327-73658747[+],813,YES,YES,YES,YES,YES
hsa-mir-4506,MI0016869,chr14:94048302-94048522[-],707,NO,YES,YES,NO,NO
hsa-mir-4506,MI0016869,chr14:94052122-94052682[-],717,NO,YES,NO,NO,YES
hsa-mir-4506,MI0016869,chr14:94053222-94053762[-],742,NO,YES,NO,NO,YES
hsa-mir-4506,MI0016869,chr14:94054802-94055402[-],707,YES,YES,NO,NO,YES
hsa-mir-4506,MI0016869,chr14:94057002-94057142[-],713,YES,YES,NO,NO,NO
hsa-mir-4506,MI0016869,chr14:94058142-94058622[-],706,YES,YES,NO,NO,YES
hsa-mir-4506,MI0016869,chr14:94059242-94059802[-],823,YES,YES,NO,NO,YES
hsa-mir-4506,MI0016869,chr14:94064542-94064562[-],712,YES,YES,NO,NO,NO
hsa-mir-4506,MI0016869,chr14:94068462-94069922[-],709,NO,NO,YES,YES,NO
hsa-mir-4506,MI0016869,chr14:94070662-94071362[-],755,YES,NO,YES,YES,NO
hsa-mir-4506,MI0016869,chr14:94072462-94072482[-],702,NO,NO,NO,YES,NO
hsa-mir-4506,MI0016869,chr14:94073862-94076882[-],724,YES,YES,YES,YES,NO
hsa-mir-4506,MI0016869,chr14:94077962-94077982[-],702,NO,YES,NO,YES,NO
hsa-mir-4506,MI0016869,chr14:94079862-94080062[-],705,NO,NO,YES,NO,NO
hsa-mir-4506,MI0016869,chr14:94080962-94081322[-],744,NO,NO,YES,NO,NO
hsa-mir-4506,MI0016869,chr14:94084022-94086122[-],712,NO,YES,YES,NO,NO
hsa-mir-4506,MI0016869,chr14:94087002-94088082[-],717,NO,YES,YES,NO,NO
hsa-mir-4506,MI0016869,chr14:94094442-94096522[-],709,YES,YES,YES,NO,NO
hsa-mir-4506,MI0016869,chr14:94097262-94097342[-],712,YES,YES,NO,NO,NO
hsa-mir-4506,MI0016869,chr14:94100822-94103022[-],773,NO,YES,YES,NO,NO
hsa-mir-4506,MI0016869,chr14:94119562-94122182[-],714,NO,NO,YES,NO,YES
hsa-mir-4506,MI0016869,chr14:94122702-94123542[-],703,NO,NO,YES,NO,YES
hsa-mir-4506,MI0016869,chr14:94124822-94125022[-],708,NO,YES,NO,YES,YES
hsa-mir-4506,MI0016869,chr14:94125982-94127162[-],844,YES,YES,YES,YES,YES
hsa-mir-4506,MI0016869,chr14:94128622-94128762[-],713,NO,YES,NO,NO,NO
hsa-mir-4506,MI0016869,chr14:94129802-94130062[-],715,NO,YES,NO,NO,NO
hsa-mir-4506,MI0016869,chr14:94135582-94135822[-],706,NO,YES,YES,NO,NO
hsa-mir-4506,MI0016869,chr14:94136642-94137022[-],731,NO,YES,YES,NO,NO
hsa-mir-4506,MI0016869,chr14:94137722-94137742[-],701,NO,NO,YES,NO,NO
hsa-mir-4506,MI0016869,chr14:94140902-94141362[-],717,NO,YES,YES,NO,NO
hsa-mir-4506,MI0016869,chr14:94141982-94143102[-],718,NO,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:105958635-105958795[-],732,YES,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:105960515-105960915[-],737,YES,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:105961895-105962995[-],754,YES,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:105965295-105965535[-],0.75,YES,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:105966575-105966755[-],736,YES,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:105978315-105978695[-],715,NO,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:105980215-105980375[-],731,YES,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:105981135-105981395[-],752,YES,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:105982195-105982275[-],728,YES,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:105983195-105983475[-],748,YES,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:105985635-105985815[-],724,YES,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:105989615-105989795[-],745,YES,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:105991875-105992075[-],748,NO,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:105992895-105993215[-],743,NO,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:105994175-105994295[-],724,NO,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:105995255-105995535[-],727,NO,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:106012015-106012095[-],721,NO,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:106012955-106013075[-],734,NO,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:106014095-106014475[-],713,YES,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:106015155-106015255[-],716,YES,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:106017295-106017315[-],712,YES,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:106018215-106018255[-],703,YES,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:106019715-106019755[-],714,NO,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:106020395-106020515[-],718,NO,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:106021375-106021575[-],765,NO,YES,YES,NO,NO
hsa-mir-4507,MI0016871,chr14:106039895-106040335[-],768,YES,YES,NO,NO,NO
hsa-mir-4507,MI0016871,chr14:106045015-106045235[-],876,NO,YES,YES,NO,NO
hsa-mir-4508,MI0016872,chr15:23662131-23662671[-],829,NO,NO,NO,YES,NO
hsa-mir-4508,MI0016872,chr15:23664471-23667331[-],792,YES,YES,NO,YES,NO
hsa-mir-4508,MI0016872,chr15:23741951-23741971[-],703,NO,NO,YES,NO,NO
hsa-mir-4508,MI0016872,chr15:23742471-23742751[-],746,NO,NO,YES,NO,NO
hsa-mir-4508,MI0016872,chr15:23746491-23748451[-],833,YES,YES,NO,YES,NO
hsa-mir-4509-1,MI0016873,chr15:28608005-28608805[-],704,NO,NO,YES,NO,NO
hsa-mir-4509-1,MI0016873,chr15:28688585-28689725[-],846,YES,YES,NO,YES,NO
hsa-mir-450a-1,MI0001652,chrX:134643091-134643111[-],704,NO,YES,NO,NO,NO
hsa-mir-450a-1,MI0001652,chrX:134644411-134644651[-],707,NO,YES,NO,NO,NO
hsa-mir-450a-1,MI0001652,chrX:134645351-134645731[-],714,NO,YES,NO,NO,NO
hsa-mir-450a-1,MI0001652,chrX:134647651-134647811[-],703,YES,YES,NO,YES,NO
hsa-mir-450a-1,MI0001652,chrX:134648551-134651311[-],818,YES,YES,YES,YES,NO
hsa-mir-450a-1,MI0001652,chrX:134704451-134705251[-],721,NO,YES,YES,NO,NO
hsa-mir-450a-1,MI0001652,chrX:134726511-134726771[-],757,NO,NO,YES,NO,NO
hsa-mir-450a-2,MI0003187,chrX:134645447-134645647[-],704,NO,YES,NO,NO,NO
hsa-mir-450a-2,MI0003187,chrX:134648567-134651307[-],0.82,YES,YES,YES,YES,NO
hsa-mir-450a-2,MI0003187,chrX:134704987-134705227[-],737,NO,YES,YES,NO,NO
hsa-mir-450a-2,MI0003187,chrX:134726507-134726747[-],755,NO,NO,YES,NO,NO
hsa-mir-450b,MI0005531,chrX:134645442-134645662[-],705,NO,YES,NO,NO,NO
hsa-mir-450b,MI0005531,chrX:134648562-134651302[-],827,YES,YES,YES,YES,NO
hsa-mir-450b,MI0005531,chrX:134704982-134705222[-],737,NO,YES,YES,NO,NO
hsa-mir-450b,MI0005531,chrX:134726522-134726762[-],767,NO,NO,YES,NO,NO
hsa-mir-4510,MI0016876,chr15:35810636-35811316[+],736,NO,NO,YES,NO,NO
hsa-mir-4511,MI0016877,chr15:65892012-65893292[-],867,YES,YES,YES,YES,YES
hsa-mir-4512,MI0016878,chr15:66597034-66598074[-],833,YES,YES,YES,YES,YES
hsa-mir-4512,MI0016878,chr15:66599394-66599734[-],759,YES,YES,NO,NO,NO
hsa-mir-4512,MI0016878,chr15:66602614-66605974[-],788,YES,YES,YES,YES,YES
hsa-mir-4512,MI0016878,chr15:66667114-66667514[-],709,NO,YES,YES,NO,YES
hsa-mir-4512,MI0016878,chr15:66680734-66680894[-],716,NO,NO,YES,NO,YES
hsa-mir-4512,MI0016878,chr15:66682034-66682474[-],717,YES,YES,NO,NO,YES
hsa-mir-4513,MI0016879,chr15:74890437-74890577[-],752,YES,YES,YES,NO,NO
hsa-mir-4513,MI0016879,chr15:74898537-74898657[-],722,YES,YES,YES,NO,NO
hsa-mir-4513,MI0016879,chr15:74900277-74900417[-],736,NO,YES,YES,NO,NO
hsa-mir-4513,MI0016879,chr15:74915277-74915397[-],722,NO,YES,YES,NO,NO
hsa-mir-4513,MI0016879,chr15:74917457-74917577[-],716,NO,NO,YES,NO,NO
hsa-mir-4513,MI0016879,chr15:74931077-74931117[-],707,YES,NO,YES,NO,NO
hsa-mir-4513,MI0016879,chr15:74935397-74935517[-],708,NO,YES,YES,NO,NO
hsa-mir-4513,MI0016879,chr15:74941717-74943697[-],786,YES,YES,YES,YES,NO
hsa-mir-4513,MI0016879,chr15:74947597-74947697[-],722,NO,YES,YES,NO,NO
hsa-mir-4513,MI0016879,chr15:74970157-74970217[-],704,YES,YES,YES,YES,NO
hsa-mir-4513,MI0016879,chr15:74971557-74974077[-],808,YES,YES,YES,YES,YES
hsa-mir-4514,MI0016880,chr15:81099913-81103153[-],801,YES,YES,YES,YES,YES
hsa-mir-4514,MI0016880,chr15:81115753-81116433[-],766,NO,YES,NO,YES,NO
hsa-mir-4514,MI0016880,chr15:81123453-81124293[-],0.75,YES,YES,YES,YES,NO
hsa-mir-4514,MI0016880,chr15:81192633-81192713[-],736,NO,NO,YES,NO,NO
hsa-mir-4515,MI0016881,chr15:82885275-82887175[+],785,YES,YES,YES,YES,YES
hsa-mir-4515,MI0016881,chr15:82899995-82900675[+],765,NO,YES,NO,YES,NO
hsa-mir-4515,MI0016881,chr15:82910455-82912395[+],0.81,YES,YES,YES,YES,YES
hsa-mir-4515,MI0016881,chr15:82964635-82967335[+],733,YES,YES,YES,YES,YES
hsa-mir-4516,MI0016882,chr16:1934219-1934239[+],703,YES,YES,YES,YES,YES
hsa-mir-4516,MI0016882,chr16:1935359-1936019[+],785,YES,YES,YES,YES,YES
hsa-mir-4516,MI0016882,chr16:1938099-1938119[+],704,YES,YES,YES,NO,YES
hsa-mir-4516,MI0016882,chr16:1938799-1939039[+],712,YES,YES,YES,NO,YES
hsa-mir-4516,MI0016882,chr16:1939559-1939799[+],746,NO,YES,YES,NO,YES
hsa-mir-4516,MI0016882,chr16:1941319-1941439[+],711,NO,YES,YES,NO,NO
hsa-mir-4516,MI0016882,chr16:1942219-1942379[+],735,NO,YES,YES,NO,NO
hsa-mir-4516,MI0016882,chr16:1944079-1944279[+],722,YES,YES,YES,NO,NO
hsa-mir-4516,MI0016882,chr16:1946959-1948879[+],825,YES,YES,YES,YES,YES
hsa-mir-4516,MI0016882,chr16:1991339-1991419[+],723,YES,YES,YES,NO,NO
hsa-mir-4516,MI0016882,chr16:2021539-2022519[+],724,YES,YES,YES,YES,NO
hsa-mir-4516,MI0016882,chr16:2024439-2025939[+],735,YES,YES,YES,YES,NO
hsa-mir-4516,MI0016882,chr16:2026579-2027439[+],719,NO,YES,YES,YES,YES
hsa-mir-4516,MI0016882,chr16:2028419-2029019[+],711,NO,YES,YES,YES,YES
hsa-mir-4517,MI0016883,chr16:28762383-28764803[+],792,YES,YES,YES,YES,YES
hsa-mir-4517,MI0016883,chr16:28766023-28766523[+],725,NO,YES,NO,NO,YES
hsa-mir-4517,MI0016883,chr16:28773763-28774243[+],718,NO,YES,NO,NO,YES
hsa-mir-4517,MI0016883,chr16:28778523-28780603[+],785,YES,YES,YES,YES,NO
hsa-mir-4517,MI0016883,chr16:28823983-28826283[+],808,YES,YES,YES,YES,YES
hsa-mir-4517,MI0016883,chr16:28831883-28832083[+],706,YES,YES,NO,NO,NO
hsa-mir-4517,MI0016883,chr16:28836363-28836823[+],738,NO,YES,YES,NO,YES
hsa-mir-4517,MI0016883,chr16:28845323-28846243[+],0.81,NO,YES,YES,YES,YES
hsa-mir-4517,MI0016883,chr16:28850483-28852143[+],861,YES,YES,YES,YES,YES
hsa-mir-4517,MI0016883,chr16:28854003-28854203[+],702,NO,YES,NO,NO,NO
hsa-mir-4517,MI0016883,chr16:28856083-28856363[+],719,NO,YES,NO,NO,NO
hsa-mir-4518,MI0016884,chr16:30306959-30309679[+],808,YES,YES,YES,YES,YES
hsa-mir-4518,MI0016884,chr16:30312859-30313319[+],721,NO,YES,NO,YES,NO
hsa-mir-4518,MI0016884,chr16:30316839-30318719[+],729,NO,YES,YES,YES,NO
hsa-mir-4518,MI0016884,chr16:30328779-30330719[+],758,YES,YES,YES,YES,YES
hsa-mir-4518,MI0016884,chr16:30344499-30346479[+],818,YES,YES,YES,YES,YES
hsa-mir-4518,MI0016884,chr16:30347739-30348179[+],707,NO,YES,NO,NO,YES
hsa-mir-4518,MI0016884,chr16:30349899-30350019[+],708,NO,YES,YES,NO,NO
hsa-mir-4518,MI0016884,chr16:30358779-30359239[+],718,NO,YES,YES,NO,YES
hsa-mir-4518,MI0016884,chr16:30372639-30372739[+],0.71,YES,YES,YES,NO,NO
hsa-mir-4519,MI0016885,chr16:30975323-30977343[-],817,YES,YES,YES,YES,YES
hsa-mir-4519,MI0016885,chr16:30978363-30978403[-],704,NO,YES,NO,NO,YES
hsa-mir-4519,MI0016885,chr16:30980523-30982723[-],707,NO,YES,YES,NO,NO
hsa-mir-4519,MI0016885,chr16:30987083-30987103[-],708,NO,YES,NO,NO,NO
hsa-mir-4519,MI0016885,chr16:30987683-30988063[-],718,YES,YES,NO,NO,NO
hsa-mir-4519,MI0016885,chr16:30988823-30988943[-],709,YES,YES,NO,NO,NO
hsa-mir-4519,MI0016885,chr16:30992083-30994683[-],791,YES,YES,YES,YES,YES
hsa-mir-4519,MI0016885,chr16:30995943-30997443[-],769,YES,YES,YES,YES,YES
hsa-mir-4519,MI0016885,chr16:30998543-30998563[-],703,NO,YES,NO,YES,NO
hsa-mir-4519,MI0016885,chr16:31000463-31003063[-],791,YES,YES,YES,YES,NO
hsa-mir-4519,MI0016885,chr16:31018763-31018983[-],713,NO,YES,NO,NO,NO
hsa-mir-4519,MI0016885,chr16:31020323-31020623[-],708,NO,YES,YES,YES,YES
hsa-mir-4519,MI0016885,chr16:31021503-31025263[-],772,YES,YES,YES,YES,YES
hsa-mir-4519,MI0016885,chr16:31025883-31026723[-],704,NO,YES,NO,YES,NO
hsa-mir-4519,MI0016885,chr16:31027363-31027923[-],751,NO,YES,NO,YES,NO
hsa-mir-4519,MI0016885,chr16:31029023-31029043[-],702,NO,YES,NO,YES,NO
hsa-mir-4519,MI0016885,chr16:31040903-31041163[-],705,NO,YES,YES,NO,YES
hsa-mir-4519,MI0016885,chr16:31042063-31042643[-],736,NO,YES,YES,NO,YES
hsa-mir-4519,MI0016885,chr16:31043583-31043603[-],703,NO,YES,NO,NO,YES
hsa-mir-4519,MI0016885,chr16:31045903-31045923[-],711,NO,YES,NO,NO,NO
hsa-mir-4519,MI0016885,chr16:31046723-31050383[-],765,YES,YES,YES,YES,YES
hsa-mir-4519,MI0016885,chr16:31051803-31052423[-],719,NO,YES,YES,NO,NO
hsa-mir-4519,MI0016885,chr16:31053323-31053403[-],711,NO,YES,NO,NO,NO
hsa-mir-4519,MI0016885,chr16:31055503-31055683[-],707,YES,YES,NO,YES,NO
hsa-mir-4519,MI0016885,chr16:31056323-31059283[-],0.81,YES,YES,YES,YES,YES
hsa-mir-4519,MI0016885,chr16:31060383-31060543[-],711,NO,YES,NO,YES,NO
hsa-mir-4519,MI0016885,chr16:31064303-31065103[-],715,YES,YES,NO,NO,NO
hsa-mir-4519,MI0016885,chr16:31065903-31066363[-],714,NO,YES,NO,NO,NO
hsa-mir-4519,MI0016885,chr16:31071283-31071383[-],711,NO,YES,NO,NO,NO
hsa-mir-4519,MI0016885,chr16:31074163-31074203[-],711,NO,YES,NO,NO,NO
hsa-mir-451a,MI0001729,chr17:28993020-28993120[-],708,YES,YES,YES,NO,NO
hsa-mir-451a,MI0001729,chr17:28995960-28998200[-],763,YES,YES,YES,YES,YES
hsa-mir-451a,MI0001729,chr17:29001900-29003440[-],768,YES,YES,YES,YES,YES
hsa-mir-451a,MI0001729,chr17:29040900-29040920[-],705,NO,YES,YES,NO,NO
hsa-mir-451a,MI0001729,chr17:29046460-29046480[-],715,NO,YES,NO,YES,NO
hsa-mir-451a,MI0001729,chr17:29048220-29050780[-],732,YES,YES,YES,YES,YES
hsa-mir-451a,MI0001729,chr17:29051420-29053300[-],874,YES,YES,YES,YES,YES
hsa-mir-451b,MI0017360,chr17:28663871-28663951[+],729,NO,YES,YES,NO,NO
hsa-mir-451b,MI0017360,chr17:28708311-28709331[+],727,YES,YES,NO,YES,NO
hsa-mir-451b,MI0017360,chr17:28711091-28713251[+],822,YES,YES,YES,YES,YES
hsa-mir-451b,MI0017360,chr17:28741271-28743211[+],789,YES,YES,YES,YES,YES
hsa-mir-451b,MI0017360,chr17:28748811-28748911[+],712,NO,NO,YES,NO,NO
hsa-mir-451b,MI0017360,chr17:28754171-28755851[+],811,YES,YES,YES,YES,YES
hsa-mir-452,MI0001733,chrX:152070732-152070892[-],814,NO,YES,YES,NO,NO
hsa-mir-452,MI0001733,chrX:152073812-152075032[-],824,YES,YES,YES,YES,YES
hsa-mir-452,MI0001733,chrX:152086052-152086192[-],727,NO,NO,YES,NO,NO
hsa-mir-4520-1,MI0016886,chr17:6757289-6757789[-],705,YES,YES,NO,NO,NO
hsa-mir-4520-1,MI0016886,chr17:6766109-6766349[-],753,NO,YES,YES,NO,NO
hsa-mir-4520-1,MI0016886,chr17:6799249-6799709[-],702,NO,NO,NO,NO,YES
hsa-mir-4520-1,MI0016886,chr17:6800349-6801089[-],801,NO,NO,NO,NO,YES
hsa-mir-4520-1,MI0016886,chr17:6811369-6811829[-],706,NO,YES,NO,YES,YES
hsa-mir-4520-1,MI0016886,chr17:6812469-6814009[-],822,YES,YES,NO,YES,YES
hsa-mir-4520-1,MI0016886,chr17:6849589-6849869[-],721,NO,YES,NO,NO,NO
hsa-mir-4520-1,MI0016886,chr17:6853049-6853429[-],745,YES,YES,YES,NO,NO
hsa-mir-4520-2,MI0017358,chr17:6475329-6475469[+],709,NO,NO,YES,NO,NO
hsa-mir-4520-2,MI0017358,chr17:6538849-6542129[+],0.81,YES,YES,YES,YES,YES
hsa-mir-4520-2,MI0017358,chr17:6549989-6552969[+],825,YES,YES,YES,YES,YES
hsa-mir-4521,MI0016887,chr17:7993965-7994125[+],757,NO,NO,YES,NO,NO
hsa-mir-4521,MI0016887,chr17:8009605-8010545[+],755,NO,YES,YES,YES,NO
hsa-mir-4521,MI0016887,chr17:8017365-8017865[+],706,YES,YES,YES,YES,NO
hsa-mir-4521,MI0016887,chr17:8018745-8027385[+],714,YES,YES,YES,YES,NO
hsa-mir-4521,MI0016887,chr17:8037785-8039445[+],746,NO,YES,YES,YES,NO
hsa-mir-4521,MI0016887,chr17:8051225-8053265[+],757,YES,YES,YES,YES,YES
hsa-mir-4521,MI0016887,chr17:8054325-8055365[+],775,YES,YES,YES,YES,YES
hsa-mir-4521,MI0016887,chr17:8056365-8057105[+],812,YES,YES,YES,YES,YES
hsa-mir-4521,MI0016887,chr17:8058685-8058985[+],784,YES,YES,YES,YES,NO
hsa-mir-4521,MI0016887,chr17:8060285-8064965[+],752,YES,YES,YES,YES,YES
hsa-mir-4521,MI0016887,chr17:8072745-8074645[+],769,YES,YES,YES,YES,YES
hsa-mir-4521,MI0016887,chr17:8075305-8077265[+],819,YES,YES,YES,YES,YES
hsa-mir-4521,MI0016887,chr17:8085025-8086945[+],726,NO,YES,YES,YES,NO
hsa-mir-4522,MI0016889,chr17:27393996-27397496[-],772,YES,YES,YES,YES,YES
hsa-mir-4522,MI0016889,chr17:27413156-27413276[-],702,YES,YES,NO,NO,NO
hsa-mir-4522,MI0016889,chr17:27415496-27415676[-],753,NO,YES,YES,NO,NO
hsa-mir-4522,MI0016889,chr17:27419936-27420116[-],0.75,NO,NO,YES,NO,NO
hsa-mir-4522,MI0016889,chr17:27423696-27423876[-],746,NO,YES,YES,NO,NO
hsa-mir-4522,MI0016889,chr17:27432856-27434176[-],784,NO,YES,YES,YES,YES
hsa-mir-4522,MI0016889,chr17:27448436-27449516[-],745,NO,YES,YES,YES,NO
hsa-mir-4522,MI0016889,chr17:27452996-27454556[-],809,YES,YES,YES,YES,YES
hsa-mir-4522,MI0016889,chr17:27479876-27481236[-],738,NO,YES,YES,YES,NO
hsa-mir-4522,MI0016889,chr17:27484416-27484596[-],731,NO,NO,YES,NO,NO
hsa-mir-4523,MI0016890,chr17:29191762-29195022[+],784,YES,YES,YES,YES,YES
hsa-mir-4523,MI0016890,chr17:29277382-29277402[+],729,YES,YES,YES,YES,NO
hsa-mir-4523,MI0016890,chr17:29290122-29290662[+],796,YES,YES,YES,YES,YES
hsa-mir-4524a,MI0016891,chr17:69217972-69218352[-],0.71,YES,YES,NO,NO,NO
hsa-mir-4524a,MI0016891,chr17:69239932-69240032[-],704,NO,NO,NO,YES,NO
hsa-mir-4524a,MI0016891,chr17:69240772-69242452[-],812,YES,YES,NO,YES,NO
hsa-mir-4524a,MI0016891,chr17:69251032-69251292[-],716,NO,YES,NO,NO,NO
hsa-mir-4524a,MI0016891,chr17:69275592-69275892[-],717,YES,YES,NO,NO,NO
hsa-mir-4524b,MI0019114,chr17:68947382-68947862[+],827,YES,YES,YES,NO,YES
hsa-mir-4524b,MI0019114,chr17:68960842-68961042[+],724,YES,YES,NO,NO,NO
hsa-mir-4525,MI0016892,chr17:82768307-82769347[-],744,YES,YES,YES,YES,NO
hsa-mir-4525,MI0016892,chr17:82769907-82770487[-],736,NO,YES,YES,YES,NO
hsa-mir-4525,MI0016892,chr17:82770987-82771347[-],718,NO,YES,YES,NO,NO
hsa-mir-4525,MI0016892,chr17:82777427-82778847[-],742,NO,YES,NO,YES,NO
hsa-mir-4525,MI0016892,chr17:82779907-82779947[-],708,NO,NO,NO,YES,NO
hsa-mir-4525,MI0016892,chr17:82786567-82787907[-],749,NO,YES,NO,YES,NO
hsa-mir-4525,MI0016892,chr17:82788987-82789007[-],708,NO,NO,NO,YES,NO
hsa-mir-4525,MI0016892,chr17:82789827-82791227[-],735,NO,NO,NO,YES,NO
hsa-mir-4525,MI0016892,chr17:82792307-82792327[-],719,NO,NO,NO,YES,NO
