miRNA_ID,miRBase_acc,precursor_miRNA_id,PMID,diagnostic_marker,prognostic_marker,tested_prognostic_outcome,Biomarker_sample_type,miRNA_expression,Cell_line,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
hsa-miR-2392,MIMAT0019043,hsa-mir-2392,23799609, ,POSITIVE,lymph node metastasis,Serum,UP,,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-23a-3p,MIMAT0000078,hsa-mir-23a,24431276,YES, , ,Serum,UP,,osteoporosis,D010024,DOID_11476,Musculoskeletal Conditions,osteoporosis,
hsa-miR-23a-3p,MIMAT0000078,hsa-mir-23a,22674182,YES, , ,Serum,DOWN,,astrocytoma,D001254,,Cancer,astrocytoma,
hsa-miR-23a-3p,MIMAT0000078,hsa-mir-23a,31568692,YES, , ,Plasma,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-23a-3p,MIMAT0000078,hsa-mir-23a,22674182,YES, , ,Serum,DOWN,,astrocytoma,D001254,,Cancer,astrocytoma,
hsa-miR-23a-3p,MIMAT0000078,hsa-mir-23a,22674182,YES, , ,Serum,DOWN,,astrocytoma,D001254,,Cancer,astrocytoma,
hsa-miR-23a-3p,MIMAT0000078,hsa-mir-23a,22674182,YES, , ,Serum,DOWN,,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-23a-3p,MIMAT0000078,hsa-mir-23a,16251535, ,NEGATIVE,time to initial therapy,Blood,UP,blood,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-23b-3p,MIMAT0000418,hsa-mir-23b,16251535, ,POSITIVE,aggresive disease course,Blood,UP,blood,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-23b-3p,MIMAT0000418,hsa-mir-23b,30171938,YES, , ,Serum,UP,,osteoporotic fractures,D058866,,Musculoskeletal Conditions,fractures,osteoporotic
hsa-miR-23b-3p,MIMAT0000418,hsa-mir-23b,16251535, ,NEGATIVE,time to initial therapy,Blood,UP,blood,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-23b-3p,MIMAT0000418,hsa-mir-23b,30171938,YES, , ,Serum,UP,,"bone diseases, metabolic",D001851,DOID_0080001,"Endocrine and Metabolic Conditions, Musculoskeletal Conditions",bone disease,metabolic
hsa-miR-23b-3p,MIMAT0000418,hsa-mir-23b,30171938,YES, , ,Serum,UP,,"osteoporosis, postmenopausal",D015663,DOID_11476,Musculoskeletal Conditions,osteoporosis,postmenopausal
hsa-miR-24-3p,MIMAT0000080,hsa-mir-24-1|hsa-mir-24-2,16251535, ,NEGATIVE,time to initial therapy,Blood,UP,blood,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-24-3p,MIMAT0000080,hsa-mir-24-1|hsa-mir-24-2,21098088,YES, , ,Serum,DOWN,serum,prostatic neoplasms,D011471,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic
hsa-miR-24-3p,MIMAT0000080,hsa-mir-24-1|hsa-mir-24-2,24431276,YES, , ,Serum,UP,,osteoporosis,D010024,DOID_11476,Musculoskeletal Conditions,osteoporosis,
hsa-miR-24-3p,MIMAT0000080,hsa-mir-24-1|hsa-mir-24-2,16251535, ,POSITIVE,aggresive disease course,Blood,UP,blood,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-24-3p,MIMAT0000080,hsa-mir-24-1|hsa-mir-24-2,21098088, ,NEGATIVE,risk of recurrence,Serum,DOWN,serum,prostatic neoplasms,D011471,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic
hsa-miR-25-3p,MIMAT0000081,hsa-mir-25,31513283,YES, , ,Plasma,UP,,hepatitis b,D006509,DOID_2043,"Viral Infections, Infectious Diseases, Digestive & Gastrointestinal Conditions",hepatitis,b
hsa-miR-25-3p,MIMAT0000081,hsa-mir-25,28380419, ,NEGATIVE,metastasis-free survival,Serum,UP,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-miR-25-3p,MIMAT0000081,hsa-mir-25,24595006,YES, , ,Plasma,UP,"gastric body, antrum of stomach",stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-25-3p,MIMAT0000081,hsa-mir-25,26267902,YES, , ,Plasma,UP,,"thyroid cancer, papillary",D000077273,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,papillary
hsa-miR-25-3p,MIMAT0000081,hsa-mir-25,24595006,YES, , ,Plasma,UP,"gastric body, antrum of stomach",stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-25-3p,MIMAT0000081,hsa-mir-25,28380419,YES, , ,Serum,UP,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-miR-25-3p,MIMAT0000081,hsa-mir-25,28380419,YES, , ,Serum,UP,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-miR-25-3p,MIMAT0000081,hsa-mir-25,24595006,YES, , ,Plasma,UP,"gastric body, antrum of stomach",stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-25-3p,MIMAT0000081,hsa-mir-25,26267902,YES, , ,Plasma,UP,,"thyroid cancer, papillary",D000077273,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,papillary
hsa-miR-25-3p,MIMAT0000081,hsa-mir-25,28380419,YES, , ,Serum,UP,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-miR-25-3p,MIMAT0000081,hsa-mir-25,26267902,YES, , ,Plasma,UP,,"thyroid cancer, papillary",D000077273,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,papillary
hsa-miR-25-3p,MIMAT0000081,hsa-mir-25,31919459, ,POSITIVE,overall survival,Serum,DOWN,,acute-on-chronic liver failure,D065290,UBERON_0002107,Digestive & Gastrointestinal Conditions,liver failure,acute-on-chronic
hsa-miR-25-3p,MIMAT0000081,hsa-mir-25,31513283,YES, , ,Plasma,UP,,hepatitis b,D006509,DOID_2043,"Viral Infections, Infectious Diseases, Digestive & Gastrointestinal Conditions",hepatitis,b
hsa-miR-25-3p,MIMAT0000081,hsa-mir-25,28466015,YES, , ,Plasma,UP,"pancreas head and neck, pancreas body and tail","carcinoma, pancreatic ductal",D021441,"DOID_305,UBERON_0007329","Cancer, Digestive & Gastrointestinal Conditions, Breast Conditions",carcinoma,pancreatic ductal
hsa-miR-25-3p,MIMAT0000081,hsa-mir-25,24595006,YES, , ,Plasma,UP,"gastric body, antrum of stomach",stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-25-3p,MIMAT0000081,hsa-mir-25,28380419,YES, , ,Serum,UP,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-miR-26a-5p,MIMAT0000082,hsa-mir-26a-1|hsa-mir-26a-2,26413249,YES, , ,Plasma,DOWN,"colon, rectum",colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-26a-5p,MIMAT0000082,hsa-mir-26a-1|hsa-mir-26a-2,22105822,YES, , ,Plasma,DOWN,,"carcinoma, hepatocellular",D006528,DOID_305,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-miR-26b-5p,MIMAT0000083,hsa-mir-26b,21098088,YES, , ,Serum,DOWN,serum,prostatic neoplasms,D011471,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic
hsa-miR-27a-3p,MIMAT0000084,hsa-mir-27a,22105822,YES, , ,Plasma,DOWN,,"carcinoma, hepatocellular",D006528,DOID_305,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-miR-27a-5p,MIMAT0004501,hsa-mir-27a,24447930,YES, , ,Blood,UP,brain,stroke,D020521,DOID_6713,"Cardiovascular Conditions, Neurological Conditions",stroke,
hsa-miR-27b-3p,MIMAT0000419,hsa-mir-27b,22389695,YES, , ,Serum,UP,,"carcinoma, non-small-cell lung",D002289,"CL_0000000,DOID_305,UBERON_0002048","Cancer, Respiratory Conditions, Cells",carcinoma,non-small-cell lung
hsa-miR-27b-3p,MIMAT0000419,hsa-mir-27b,22389695,YES, , ,Serum,UP,,"carcinoma, non-small-cell lung",D002289,"CL_0000000,DOID_305,UBERON_0002048","Cancer, Respiratory Conditions, Cells",carcinoma,non-small-cell lung
hsa-miR-27b-3p,MIMAT0000419,hsa-mir-27b,30078021,YES, , ,Serum,UP,,mucocutaneous lymph node syndrome,D009080,DOID_13378,"Congenital/Hereditary Conditions, Hematopoietic & Lymphatic Conditions, Syndrome",mucocutaneous lymph node syndrome,
hsa-miR-27b-3p,MIMAT0000419,hsa-mir-27b,30078021, ,NEGATIVE,disease progression,Serum,UP,,mucocutaneous lymph node syndrome,D009080,DOID_13378,"Congenital/Hereditary Conditions, Hematopoietic & Lymphatic Conditions, Syndrome",mucocutaneous lymph node syndrome,
hsa-miR-28-3p,MIMAT0004502,hsa-mir-28,20651284,YES, , ,Plasma,UP,,"diabetes mellitus, type 2",D003924,DOID_9351,"Diabetes, Endocrine and Metabolic Conditions",diabetes mellitus,type 2
hsa-miR-28-3p,MIMAT0004502,hsa-mir-28,26695145,YES, , ,Serum,UP,,"carcinoma, non-small-cell lung",D002289,"CL_0000000,DOID_305,UBERON_0002048","Cancer, Respiratory Conditions, Cells",carcinoma,non-small-cell lung
hsa-miR-296-5p,MIMAT0000690,hsa-mir-296,29054761,YES, , ,Plasma,UP,,hashimoto disease,D050031,DOID_4,Endocrine and Metabolic Conditions,hashimoto disease,
hsa-miR-298,MIMAT0004901,hsa-mir-298,22052531,YES, , ,Serum,UP,prostate,"prostatic neoplasms, castration-resistant",D064129,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic castration-resistant
hsa-miR-299-5p,MIMAT0002890,hsa-mir-299,22353773,YES, , ,Serum,DOWN,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-299-5p,MIMAT0002890,hsa-mir-299,22353773,YES, , ,Serum,DOWN,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-299-5p,MIMAT0002890,hsa-mir-299,22353773,YES, , ,Serum,DOWN,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-29a-3p,MIMAT0000086,hsa-mir-29a,19876917,YES, , ,Plasma,UP,,colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-29a-3p,MIMAT0000086,hsa-mir-29a,27279796, ,POSITIVE,renal function impairment,Serum,UP,blood in tube without anticoagulant and purified serum,diabetic nephropathies,D003928,,"Diabetes, Endocrine and Metabolic Conditions, Genitourinary Conditions",diabetic nephropathies,
hsa-miR-29a-3p,MIMAT0000086,hsa-mir-29a,23267864,YES, , ,Blood,UP,colon,colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-29a-3p,MIMAT0000086,hsa-mir-29a,27279796,YES, , ,Serum,UP,blood in tube without anticoagulant and purified serum,diabetic nephropathies,D003928,,"Diabetes, Endocrine and Metabolic Conditions, Genitourinary Conditions",diabetic nephropathies,
hsa-miR-29a-3p,MIMAT0000086,hsa-mir-29a,22018950,YES, , ,Serum,UP,"colon, rectum",colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-29a-3p,MIMAT0000086,hsa-mir-29a,19876917,YES, , ,Plasma,UP,"rectum, distal colon, proximal colon",colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-29a-3p,MIMAT0000086,hsa-mir-29a,16251535, ,NEGATIVE,aggresive disease course,Blood,DOWN,blood,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-29a-3p,MIMAT0000086,hsa-mir-29a,23267864,YES, , ,Blood,UP,colon,colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-29a-3p,MIMAT0000086,hsa-mir-29a,22018950,YES, , ,Serum,UP,"colon, rectum",colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-29a-5p,MIMAT0004503,hsa-mir-29a,21460253,YES, , ,Plasma,UP,,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-29a-5p,MIMAT0004503,hsa-mir-29a,21460253,YES, , ,Plasma,UP,,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-29b-3p,MIMAT0000100,hsa-mir-29b-1|hsa-mir-29b-2,25057879,YES, , ,Serum,DOWN,thyroid,"thyroid cancer, papillary",D000077273,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,papillary
hsa-miR-29b-3p,MIMAT0000100,hsa-mir-29b-1|hsa-mir-29b-2,27279796, ,POSITIVE,renal function impairment,Serum,UP,blood in tube without anticoagulant and purified serum,diabetic nephropathies,D003928,,"Diabetes, Endocrine and Metabolic Conditions, Genitourinary Conditions",diabetic nephropathies,
hsa-miR-29b-3p,MIMAT0000100,hsa-mir-29b-1|hsa-mir-29b-2,25057879,YES, , ,Serum,DOWN,thyroid,"thyroid cancer, papillary",D000077273,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,papillary
hsa-miR-29b-3p,MIMAT0000100,hsa-mir-29b-1|hsa-mir-29b-2,16251535, ,NEGATIVE,aggresive disease course,Blood,DOWN,blood,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-29c-3p,MIMAT0000681,hsa-mir-29c,24901787,YES, , ,Plasma,UP,,osteoarthritis,D010003,DOID_8398,Musculoskeletal Conditions,osteoarthritis,
hsa-miR-29c-3p,MIMAT0000681,hsa-mir-29c,27279796, ,POSITIVE,renal function impairment,Serum,UP,blood in tube without anticoagulant and purified serum,diabetic nephropathies,D003928,,"Diabetes, Endocrine and Metabolic Conditions, Genitourinary Conditions",diabetic nephropathies,
hsa-miR-29c-3p,MIMAT0000681,hsa-mir-29c,28626163,YES, , ,Serum,DOWN,,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-29c-3p,MIMAT0000681,hsa-mir-29c,16251535, ,POSITIVE,time to initial therapy,Blood,DOWN,blood,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-29c-3p,MIMAT0000681,hsa-mir-29c,28626163,YES, , ,Serum,DOWN,,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-29c-3p,MIMAT0000681,hsa-mir-29c,16251535, ,NEGATIVE,aggresive disease course,Blood,DOWN,blood,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-301a-3p,MIMAT0000688,hsa-mir-301a,25203061,YES, , ,Serum,DOWN,,macular degeneration,D008268,DOID_4448,Neurological Conditions,macular degeneration,
hsa-miR-301a-3p,MIMAT0000688,hsa-mir-301a,23922807,YES, , ,Plasma,DOWN,,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-301a-3p,MIMAT0000688,hsa-mir-301a,25203061,YES, , ,Serum,DOWN,,macular degeneration,D008268,DOID_4448,Neurological Conditions,macular degeneration,
hsa-miR-301a-3p,MIMAT0000688,hsa-mir-301a,28179587,YES, , ,Plasma,DOWN,hippocampus,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-301a-3p,MIMAT0000688,hsa-mir-301a,23922807,YES, , ,Plasma,DOWN,,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-302c-3p,MIMAT0000717,hsa-mir-302c,25429911, ,POSITIVE,overall survival,Serum,UP,esophagus,stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-30b-5p,MIMAT0000420,hsa-mir-30b,28179587,YES, , ,Plasma,DOWN,hippocampus,cognitive dysfunction,D060825,,Eyes/Nose/Ears,cognitive dysfunction,
hsa-miR-30b-5p,MIMAT0000420,hsa-mir-30b,30210287, ,POSITIVE,bulbar onset,Plasma,DOWN,,amyotrophic lateral sclerosis,D000690,"DOID_0111227,DOID_332",Neurological Conditions,amyotrophic lateral sclerosis,
hsa-miR-30b-5p,MIMAT0000420,hsa-mir-30b,28179587,YES, , ,Plasma,DOWN,hippocampus,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-30b-5p,MIMAT0000420,hsa-mir-30b,28179587,YES, , ,Plasma,DOWN,,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-30c-5p,MIMAT0000244,hsa-mir-30c-2|hsa-mir-30c-1,22298030,YES, , ,Plasma,DOWN,prostate,prostatic neoplasms,D011471,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic
hsa-miR-30c-5p,MIMAT0000244,hsa-mir-30c-2|hsa-mir-30c-1,21098088,YES, , ,Serum,DOWN,serum,prostatic neoplasms,D011471,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic
hsa-miR-30c-5p,MIMAT0000244,hsa-mir-30c-2|hsa-mir-30c-1,30210287, ,POSITIVE,bulbar onset,Plasma,DOWN,,amyotrophic lateral sclerosis,D000690,"DOID_0111227,DOID_332",Neurological Conditions,amyotrophic lateral sclerosis,
hsa-miR-30c-5p,MIMAT0000244,hsa-mir-30c-2|hsa-mir-30c-1,22298030,YES, , ,Plasma,DOWN,prostate,prostatic neoplasms,D011471,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic
hsa-miR-30e-5p,MIMAT0000692,hsa-mir-30e,21546856,YES, , ,Serum,UP,bowel,crohn disease,D003424,DOID_8778,Digestive & Gastrointestinal Conditions,crohn disease,
hsa-miR-31-5p,MIMAT0000089,hsa-mir-31,25176944,YES, , ,Serum,UP,heart,graft rejection,D006084,,Immune and Autoimmune Conditions,graft rejection,
hsa-miR-31-5p,MIMAT0000089,hsa-mir-31,25176944,YES, , ,Serum,UP,heart,graft rejection,D006084,,Immune and Autoimmune Conditions,graft rejection,
hsa-miR-31-5p,MIMAT0000089,hsa-mir-31,27146333,YES, , ,Plasma,UP,plasma,osteoporosis,D010024,DOID_11476,Musculoskeletal Conditions,osteoporosis,
hsa-miR-3147,MIMAT0015019,hsa-mir-3147,23799609,YES, , ,Serum,UP,,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-3147,MIMAT0015019,hsa-mir-3147,23799609, ,POSITIVE,lymph node metastasis,Serum,UP,,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-3162-5p,MIMAT0015036,hsa-mir-3162,23799609, ,POSITIVE,lymph node metastasis,Serum,UP,,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-3162-5p,MIMAT0015036,hsa-mir-3162,23799609,YES, , ,Serum,UP,,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-320a-3p,MIMAT0000510,hsa-mir-320a,28179587,YES, , ,Plasma,UP,hippocampus,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-320a-3p,MIMAT0000510,hsa-mir-320a,30175165,YES, , ,Serum,UP,,"multiple sclerosis, chronic progressive",D020528,DOID_2377,Other/Unclassified/Multisystem,multiple sclerosis,chronic progressive
hsa-miR-320a-3p,MIMAT0000510,hsa-mir-320a,25428891,YES, , ,Serum,DOWN,,waldenstrom macroglobulinemia,D008258,DOID_0060901,Congenital/Hereditary Conditions,waldenstrom's macroglobulinemia,
hsa-miR-320a-3p,MIMAT0000510,hsa-mir-320a,30718561,YES, , ,Plasma,UP,,coronary restenosis,D023903,DOID_4247,Cardiovascular Conditions,restenosis,coronary
hsa-miR-320a-3p,MIMAT0000510,hsa-mir-320a,25126405,YES, , ,Serum,DOWN,,autism spectrum disorder,D000067877,DOID_0060041,Neurological Conditions,autism spectrum disorder,
hsa-miR-320a-3p,MIMAT0000510,hsa-mir-320a,20651284,YES, , ,Plasma,DOWN,,"diabetes mellitus, type 2",D003924,DOID_9351,"Diabetes, Endocrine and Metabolic Conditions",diabetes mellitus,type 2
hsa-miR-320a-3p,MIMAT0000510,hsa-mir-320a,22120965,YES, , ,Serum,UP,heart,heart failure,D006333,SYMP_0000292,Cardiovascular Conditions,heart failure,
hsa-miR-320b,MIMAT0005792,hsa-mir-320b-1|hsa-mir-320b-2,25428891,YES, , ,Serum,DOWN,,waldenstrom macroglobulinemia,D008258,DOID_0060901,Congenital/Hereditary Conditions,waldenstrom's macroglobulinemia,
hsa-miR-320b,MIMAT0005792,hsa-mir-320b-1|hsa-mir-320b-2,30175165,YES, , ,Serum,UP,,"multiple sclerosis, chronic progressive",D020528,DOID_2377,Other/Unclassified/Multisystem,multiple sclerosis,chronic progressive
hsa-miR-320b,MIMAT0005792,hsa-mir-320b-1|hsa-mir-320b-2,28179587,YES, , ,Plasma,UP,hippocampus,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-320b,MIMAT0005792,hsa-mir-320b-1|hsa-mir-320b-2,28179587,YES, , ,Plasma,UP,hippocampus,cognitive dysfunction,D060825,,Eyes/Nose/Ears,cognitive dysfunction,
hsa-miR-320c,MIMAT0005793,hsa-mir-320c-1|hsa-mir-320c-2,28179587,YES, , ,Plasma,UP,hippocampus,cognitive dysfunction,D060825,,Eyes/Nose/Ears,cognitive dysfunction,
hsa-miR-320c,MIMAT0005793,hsa-mir-320c-1|hsa-mir-320c-2,28179587,YES, , ,Plasma,UP,hippocampus,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-320c,MIMAT0005793,hsa-mir-320c-1|hsa-mir-320c-2,30175165,YES, , ,Serum,UP,,"multiple sclerosis, chronic progressive",D020528,DOID_2377,Other/Unclassified/Multisystem,multiple sclerosis,chronic progressive
hsa-miR-320d,MIMAT0006764,hsa-mir-320d-1|hsa-mir-320d-2,30662524,YES, , ,Plasma,DOWN,"colon, rectum",colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-320d,MIMAT0006764,hsa-mir-320d-1|hsa-mir-320d-2,30662524,YES, , ,Plasma,DOWN,"colon, rectum",colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-323a-3p,MIMAT0000755,hsa-mir-323a,25124998,YES, , ,Plasma,UP,coronary arteries/heart,acute coronary syndrome,D054058,DOID_225,"Cardiovascular Conditions, Congenital/Hereditary Conditions, Syndrome",acute coronary syndrome,
hsa-miR-323a-3p,MIMAT0000755,hsa-mir-323a,25124998,YES, , ,Plasma,UP,coronary arteries/heart,acute coronary syndrome,D054058,DOID_225,"Cardiovascular Conditions, Congenital/Hereditary Conditions, Syndrome",acute coronary syndrome,
hsa-miR-323a-3p,MIMAT0000755,hsa-mir-323a,24368295,YES, , ,Plasma,UP,,cognitive dysfunction,D060825,,Eyes/Nose/Ears,cognitive dysfunction,
hsa-miR-323a-3p,MIMAT0000755,hsa-mir-323a,22395025,YES, , ,Serum,UP,,"pregnancy, ectopic",D011271,,Pregnancy Conditions and Outcomes,pregnancy,ectopic
