miRNA_ID,Cell_line,miRNA_expression,ExperimentSourceInfo,PMID,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
hsa-miR-1285-5p, ,UP,blood,32726984,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-217, ,UP,blood,32726984,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-106b-5p, ,UP,blood,32726984,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-148b-3p, ,UP,blood,32726984,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-484, ,UP,blood,32726984,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-664a-3p, ,UP,blood,32726984,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-99a-5p,synovial sarcoma,DOWN,blood,26250552,sarcoma,D012509,DOID_1115,Cancer,sarcoma,
hsa-miR-146b-5p,synovial sarcoma,DOWN,blood,26250552,sarcoma,D012509,DOID_1115,Cancer,sarcoma,
hsa-miR-148b-3p,synovial sarcoma,DOWN,blood,26250552,sarcoma,D012509,DOID_1115,Cancer,sarcoma,
hsa-miR-195-5p,synovial sarcoma,DOWN,blood,26250552,sarcoma,D012509,DOID_1115,Cancer,sarcoma,
hsa-miR-223-3p,synovial sarcoma,DOWN,blood,26250552,sarcoma,D012509,DOID_1115,Cancer,sarcoma,
hsa-miR-500b-3p,synovial sarcoma,DOWN,blood,26250552,sarcoma,D012509,DOID_1115,Cancer,sarcoma,
hsa-miR-505-3p,synovial sarcoma,DOWN,blood,26250552,sarcoma,D012509,DOID_1115,Cancer,sarcoma,
hsa-miR-200c-3p, ,UP,cancer vs normal,25143946,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-194-5p, ,UP,cancer vs normal,25143946,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-200a-3p, ,UP,cancer vs normal,25143946,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-200b-3p, ,UP,cancer vs normal,25143946,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-141-3p, ,UP,cancer vs normal,25143946,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-1246, ,UP,cancer vs normal,25143946,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-92a-3p, ,UP,cancer vs normal,25143946,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-192-5p, ,UP,cancer vs normal,25143946,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
 , ,UP,cancer vs normal,25143946,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-574-3p, ,DOWN,cancer vs normal,25143946,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-192-5p, ,UP,cancer vs normal,24803669,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-194-5p, ,UP,cancer vs normal,24803669,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-195-5p, ,UP,cancer vs normal,24803669,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-30a-3p, ,DOWN,cancer vs normal,24803669,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-20a-5p, ,DOWN,cancer vs normal,24803669,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-148a-3p,castration-resistant prostate cancer,UP,exosomes,22266859,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-miR-32-5p,castration-resistant prostate cancer,UP,exosomes,22266859,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-miR-23a-3p, ,UP,exosomes(cancer vs normal),24705249,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-223-3p, ,UP,exosomes(cancer vs normal),24705249,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-21-5p, ,UP,exosomes(cancer vs normal),24705249,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-150-5p, ,UP,exosomes(cancer vs normal),24705249,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-1246, ,UP,exosomes(cancer vs normal),24705249,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-1229-3p, ,UP,exosomes(cancer vs normal),24705249,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-1224-5p, ,UP,exosomes(cancer vs normal),24705249,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-let-7a-5p, ,UP,exosomes(cancer vs normal),24705249,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-6126, ,UP,exosomes vs cell,27742688,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-7975,Leptomeningeal metastasis,UP,body fluid,32328453,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-7977,Leptomeningeal metastasis,UP,body fluid,32328453,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-7641,Leptomeningeal metastasis,UP,body fluid,32328453,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-4800-5p,Leptomeningeal metastasis,UP,body fluid,32328453,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-106b-5p, ,UP,cancer vs normal,32293320,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-145-5p, ,DOWN,cancer vs normal,32293320,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-148a-3p, ,UP,cancer vs normal,32293320,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-150-3p, ,DOWN,cancer vs normal,32293320,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-195-5p, ,DOWN,cancer vs normal,32293320,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-188-3p, ,UP,cancer vs normal,32293320,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-196a-5p, ,UP,cancer vs normal,32293320,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-195-5p, ,DOWN,cancer vs normal,24520312,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
hsa-miR-497-5p, ,DOWN,cancer vs normal,24520312,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
hsa-miR-409-3p,diffuse large B-cell lymphoma,DOWN,poor outcome vs good outcome,29242506,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-381-3p,diffuse large B-cell lymphoma,DOWN,poor outcome vs good outcome,29242506,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-370-3p,diffuse large B-cell lymphoma,DOWN,poor outcome vs good outcome,29242506,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-195-5p, ,UP,cancer vs normal,26355751,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-16-5p, ,UP,cancer vs normal,26355751,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-320a, ,DOWN,cancer vs normal,26355751,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-let-7b-5p, ,UP,cancer vs normal,26355751,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-10b-5p,DKO-1,DOWN,exosomes vs cell,26132860,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-100-5p,DKO-1,UP,exosomes vs cell,26132860,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-320a,DKO-1,UP,exosomes vs cell,26132860,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-320b,DKO-1,UP,exosomes vs cell,26132860,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-10b-5p, ,DOWN,exosomes(cancer vs normal),29137278,head and neck cancer,D006258,DOID_11934,Cancer,head and neck cancer,
hsa-miR-486-5p, ,DOWN,exosomes(cancer vs normal),29137278,head and neck cancer,D006258,DOID_11934,Cancer,head and neck cancer,
hsa-miR-4446-3p, ,UP,cancer vs normal,21199797,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-3150b-3p, ,UP,cancer vs normal,21199797,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-3065-5p, ,UP,cancer vs normal,21199797,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-16-2-3p,"high grade: PTC, low grade: benign nodular goiters",UP,high grade vs low grade,32508877,thyroid cancer,D013964,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,
hsa-miR-223-5p,"high grade: PTC, low grade: benign nodular goiters",UP,high grade vs low grade,32508877,thyroid cancer,D013964,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,
hsa-miR-223-3p, ,DOWN,cancer vs normal,32508877,thyroid cancer,D013964,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,
hsa-miR-34c-5p, ,DOWN,cancer vs normal,32508877,thyroid cancer,D013964,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,
hsa-miR-182-5p, ,DOWN,cancer vs normal,32508877,thyroid cancer,D013964,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,
hsa-miR-146b-5p, ,DOWN,cancer vs normal,32508877,thyroid cancer,D013964,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,
hsa-miR-34a-5p,chronic lymphocytic leukemia,UP,cancer vs normal,25971364,leukemia,D007938,DOID_1240,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,
hsa-miR-151a-5p,chronic lymphocytic leukemia,UP,cancer vs normal,25971364,leukemia,D007938,DOID_1240,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,
hsa-miR-126-3p, ,UP,exosomes vs cell,33173155,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-miR-191-5p, ,UP,exosomes vs cell,33173155,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-miR-27a-3p, ,UP,exosomes vs cell,33173155,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
 , ,UP,exosomes vs cell,33173155,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-miR-21-5p, ,UP,exosomes vs cell,33173155,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-miR-24-3p, ,UP,exosomes vs cell,33173155,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-let-7a-5p, ,UP,exosomes vs cell,33173155,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
 , ,UP,exosomes vs cell,33173155,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-miR-141-3p, ,UP,cancer vs normal,22052531,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-miR-298, ,UP,cancer vs normal,22052531,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-miR-346, ,UP,cancer vs normal,22052531,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-miR-375, ,UP,cancer vs normal,22052531,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-miR-378a-3p,"MCF7,MDA-231",UP,subtype1 vs subtype2,26749280,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-34a-5p, ,UP,cancer vs normal,30570705,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-144-3p, ,UP,cancer vs normal,30570705,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-630, ,UP,cancer vs normal,30570705,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-139-3p, ,DOWN,cancer vs normal,30570705,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-629-3p, ,UP,cancer vs normal,32244823,head and neck cancer,D006258,DOID_11934,Cancer,head and neck cancer,
